Name	Label	Concept	Required	Limit	Predicate Type	data_label
DP02PR_0063M	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree
DP02PR_0063PE	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree
DP02PR_0063PM	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree
DP02PR_0064E	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree
DP02PR_0064M	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree
DP02PR_0064PE	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree
DP02PR_0064PM	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree
DP02PR_0065E	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree
DP02PR_0065M	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree
DP02PR_0065PE	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree
DP02PR_0065PM	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree
DP02PR_0066E	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Percent high school graduate or higher	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Percent high school graduate or higher
DP02PR_0066M	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Percent high school graduate or higher	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Percent high school graduate or higher
DP02PR_0066PE	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Percent high school graduate or higher	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Percent high school graduate or higher
DP02PR_0066PM	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Percent high school graduate or higher	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Percent high school graduate or higher
DP02PR_0067E	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Percent bachelor's degree or higher	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Percent bachelor's degree or higher
DP02PR_0067M	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Percent bachelor's degree or higher	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Percent bachelor's degree or higher
DP02PR_0067PE	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Percent bachelor's degree or higher	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Percent bachelor's degree or higher
DP02PR_0067PM	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Percent bachelor's degree or higher	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Percent bachelor's degree or higher
DP02PR_0068E	VETERAN STATUS!!Civilian population 18 years and over	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	VETERAN STATUS!!Civilian population 18 years and over
DP02PR_0068M	VETERAN STATUS!!Civilian population 18 years and over	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	VETERAN STATUS!!Civilian population 18 years and over
DP02PR_0068PE	VETERAN STATUS!!Civilian population 18 years and over	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	VETERAN STATUS!!Civilian population 18 years and over
DP02PR_0068PM	VETERAN STATUS!!Civilian population 18 years and over	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	VETERAN STATUS!!Civilian population 18 years and over
DP02PR_0069E	VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans
DP02PR_0069M	VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans
DP02PR_0069PE	VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans
DP02PR_0069PM	VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans
DP02PR_0070E	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population
DP02PR_0070M	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population
DP02PR_0070PE	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population
DP02PR_0070PM	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population
DP02PR_0071E	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population!!With a disability	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population!!With a disability
DP02PR_0071M	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population!!With a disability	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population!!With a disability
DP02PR_0071PE	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population!!With a disability	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population!!With a disability
DP02PR_0071PM	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population!!With a disability	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population!!With a disability
DP02PR_0072E	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years
DP02PR_0072M	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years
DP02PR_0072PE	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years
DP02PR_0072PM	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years
DP02PR_0073E	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years!!With a disability	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years!!With a disability
DP02PR_0073M	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years!!With a disability	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years!!With a disability
DP02PR_0073PE	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years!!With a disability	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years!!With a disability
DP02PR_0073PM	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years!!With a disability	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years!!With a disability
DP02PR_0074E	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years
DP02PR_0074M	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years
DP02PR_0074PE	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years
DP02PR_0074PM	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years
DP02PR_0075E	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years!!With a disability	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years!!With a disability
DP02PR_0075M	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years!!With a disability	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years!!With a disability
DP02PR_0075PE	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years!!With a disability	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years!!With a disability
DP02PR_0075PM	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years!!With a disability	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years!!With a disability
DP02PR_0076E	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over
DP02PR_0076M	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over
DP02PR_0076PE	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over
DP02PR_0076PM	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over
DP02PR_0077E	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over!!With a disability	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over!!With a disability
DP02PR_0077M	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over!!With a disability	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over!!With a disability
DP02PR_0077PE	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over!!With a disability	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over!!With a disability
DP02PR_0077PM	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over!!With a disability	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over!!With a disability
DP02PR_0078E	RESIDENCE 1 YEAR AGO!!Population 1 year and over	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	RESIDENCE 1 YEAR AGO!!Population 1 year and over
DP02PR_0078M	RESIDENCE 1 YEAR AGO!!Population 1 year and over	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	RESIDENCE 1 YEAR AGO!!Population 1 year and over
DP02PR_0078PE	RESIDENCE 1 YEAR AGO!!Population 1 year and over	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	RESIDENCE 1 YEAR AGO!!Population 1 year and over
DP02PR_0078PM	RESIDENCE 1 YEAR AGO!!Population 1 year and over	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	RESIDENCE 1 YEAR AGO!!Population 1 year and over
DP02PR_0079E	RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Same house	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Same house
